name;image_url_fr_internet;image_url_fr_server;date_of_birth;place_of_birth;nationality;height;prefer_position_id;position_id;team_id;shirt_number;rating
Facundo Pellistri;https://s.hs-data.com/bilder/spieler/gross/472134.jpg;base_url/resources/images/players-pict/premier-league/man-united/facundo-pellistri.webp;2001-12-20;Montevideo, Uruguay;Uruguay;1.74;11;14;13;28;-
Donny van de Beek;https://s.hs-data.com/bilder/spieler/gross/272665.jpg;base_url/resources/images/players-pict/premier-league/man-united/donny-van-de-beek.webp;1997-04-18;Amersfoort, Netherlands;Netherlands;1.84;10;12;13;34;70
Daniel James;https://s.hs-data.com/bilder/spieler/gross/289723.jpg;base_url/resources/images/players-pict/premier-league/man-united/daniel-james.webp;1997-11-10;Kingston upon Hull, England;Wales;1.70;11;9;13;21;68
Bruno Fernandes;https://s.hs-data.com/bilder/spieler/gross/226450.jpg;base_url/resources/images/players-pict/premier-league/man-united/bruno-fernandes.webp;1994-09-08;Maia, Portugal;Portugal;1.79;12;10;13;18;92
Jesse Lingard;https://s.hs-data.com/bilder/spieler/gross/202762.jpg;base_url/resources/images/players-pict/premier-league/man-united/jesse-lingard.webp;1992-12-15;Warrington, England;England;1.75;12;11;13;14;69
Juan Mata;https://s.hs-data.com/bilder/spieler/gross/62137.jpg;base_url/resources/images/players-pict/premier-league/man-united/juan-mata.webp;1988-04-28;Burgos, Spain;Spain;1.70;12;11;13;8;77
Marcus Rashford;https://s.hs-data.com/bilder/spieler/gross/328453.jpg;base_url/resources/images/players-pict/premier-league/man-united/marcus-rashford.webp;1997-10-31;Manchester, England;England;1.80;13;18;13;10;88
Mason Greenwood;https://s.hs-data.com/bilder/spieler/gross/408175.jpg;base_url/resources/images/players-pict/premier-league/man-united/mason-greenwood.webp;2001-10-01;Bradford, England;England;1.81;14;18;13;11;78
Edinson Cavani;https://s.hs-data.com/bilder/spieler/gross/73627.jpg;base_url/resources/images/players-pict/premier-league/man-united/edinson-cavani.webp;1987-02-14;Salto, Uruguay;Uruguay;1.84;18;18;13;7;64
Odion Ighalo;https://s.hs-data.com/bilder/spieler/gross/94964.jpg;base_url/resources/images/players-pict/premier-league/man-united/odion-ighalo.webp;1989-06-16;Lagos, Nigeria;Nigeria;1.81;18;18;13;25;59
Anthony Martial;https://s.hs-data.com/bilder/spieler/gross/210882.jpg;base_url/resources/images/players-pict/premier-league/man-united/anthony-martial.webp;1995-12-05;Massy, France;France;1.81;18;18;13;9;83

Karl Darlow;https://s.hs-data.com/bilder/spieler/gross/170237.jpg;base_url/resources/images/players-pict/premier-league/newcastle/karl-darlow.webp;1990-10-08;Northampton, England;England;1.90;1;1;14;26;67
Martin Dúbravka;https://s.hs-data.com/bilder/spieler/gross/80114.jpg;base_url/resources/images/players-pict/premier-league/newcastle/martin-dubravka.webp;1989-01-15;Žilina, Slovakia;Slovakia;1.90;1;1;14;1;77
Mark Gillespie;https://s.hs-data.com/bilder/spieler/gross/165404.jpg;base_url/resources/images/players-pict/premier-league/newcastle/mark-gillespie.webp;1992-03-27;Newcastle upon Tyne, England;England;1.91;1;1;14;29;-
Emil Krafth;https://s.hs-data.com/bilder/spieler/gross/184078.jpg;base_url/resources/images/players-pict/premier-league/newcastle/emil-krafth.webp;1994-08-02;Ljungby, Sweden;Sweden;1.84;4;3;14;17;65
Javier Manquillo;https://s.hs-data.com/bilder/spieler/gross/203133.jpg;base_url/resources/images/players-pict/premier-league/newcastle/javier-manquillo.webp;1994-05-05;Madrid, Spain;Spain;1.80;4;2;14;19;69
DeAndre Yedlin;https://s.hs-data.com/bilder/spieler/gross/232472.jpg;base_url/resources/images/players-pict/premier-league/newcastle/deandre-yedlin.webp;1993-07-09;Seattle, Washington, United States;United States;1.73;6;4;14;22;63
Paul Dummett;https://s.hs-data.com/bilder/spieler/gross/177609.jpg;base_url/resources/images/players-pict/premier-league/newcastle/paul-dummett.webp;1991-09-26;Newcastle upon Tyne, England;Wales;1.83;3;2;14;3;64
Jamal Lewis;https://s.hs-data.com/bilder/spieler/gross/334586.jpg;base_url/resources/images/players-pict/premier-league/newcastle/jamal-lewis.webp;1998-01-25;Luton, England;Northern Ireland;1.78;2;2;14;15;67
Ciaran Clark;https://s.hs-data.com/bilder/spieler/gross/151541.jpg;base_url/resources/images/players-pict/premier-league/newcastle/ciaran-clark.webp;1989-09-26;Harrow, London, England;Republic of Ireland;1.85;3;3;14;2;66
Federico Fernández;https://s.hs-data.com/bilder/spieler/gross/121655.jpg;base_url/resources/images/players-pict/premier-league/newcastle/federico-fernandez.webp;1989-02-21;Tres Algarrobos, Argentina;Argentina;1.90;3;3;14;18;71
Jamaal Lascelles;https://s.hs-data.com/bilder/spieler/gross/194017.jpg;base_url/resources/images/players-pict/premier-league/newcastle/jamaal-lascelles.webp;1993-11-11;Derby, England;England;1.88;3;3;14;6;71
Fabian Schär;https://s.hs-data.com/bilder/spieler/gross/158185.jpg;base_url/resources/images/players-pict/premier-league/newcastle/fabian-schar.webp;1991-12-20;Wil, Switzerland;Switzerland;1.88;3;3;14;5;67
Matt Ritchie;https://s.hs-data.com/bilder/spieler/gross/133078.jpg;base_url/resources/images/players-pict/premier-league/newcastle/matt-ritchie.webp;1989-09-10;Gosport, England;Scotland;1.73;10;5;14;11;70
Miguel Almirón;https://s.hs-data.com/bilder/spieler/gross/229754.jpg;base_url/resources/images/players-pict/premier-league/newcastle/miguel-almiron.webp;1994-02-10;Asunción, Paraguay;Paraguay;1.75;12;11;14;24;81
Jeff Hendrick;https://s.hs-data.com/bilder/spieler/gross/169617.jpg;base_url/resources/images/players-pict/premier-league/newcastle/jeff-hendrick.webp;1992-01-31;Dublin, Republic of Ireland;Republic of Ireland;1.85;11;10;14;16;70
Allan Saint-Maximin;https://s.hs-data.com/bilder/spieler/gross/248027.jpg;base_url/resources/images/players-pict/premier-league/newcastle/allan-saint-maximin.webp;1997-03-12;Châtenay-Malabry, France;France;1.73;9;13;14;10;83
Christian Atsu;https://s.hs-data.com/bilder/spieler/gross/187094.jpg;base_url/resources/images/players-pict/premier-league/newcastle/christian-atsu.webp;1992-01-10;Ada Foah, Ghana;Ghana;1.65;9;11;14;30;60
Ryan Fraser;https://s.hs-data.com/bilder/spieler/gross/193295.jpg;base_url/resources/images/players-pict/premier-league/newcastle/ryan-fraser.webp;1994-02-24;Aberdeen, Scotland;Scotland;1.63;9;9;14;21;70
Isaac Hayden;https://s.hs-data.com/bilder/spieler/gross/227138.jpg;base_url/resources/images/players-pict/premier-league/newcastle/isaac-hayden.webp;1995-03-22;Chelmsford, England;England;1.87;8;10;14;14;72
Matthew Longstaff;https://s.hs-data.com/bilder/spieler/gross/377620.jpg;base_url/resources/images/players-pict/premier-league/newcastle/matthew-longstaff.webp;2000-03-21;Rotherham, England;England;1.71;10;8;14;43;-
Sean Longstaff;https://s.hs-data.com/bilder/spieler/gross/331208.jpg;base_url/resources/images/players-pict/premier-league/newcastle/sean-longstaff.webp;1997-10-30;North Shields, England;England;1.80;10;12;14;36;69
Jacob Murphy;https://s.hs-data.com/bilder/spieler/gross/263579.jpg;base_url/resources/images/players-pict/premier-league/newcastle/jacob-murphy.webp;1995-02-24;Wembley, England;England;1.76;11;14;14;23;70
Jonjo Shelvey;https://s.hs-data.com/bilder/spieler/gross/121456.jpg;base_url/resources/images/players-pict/premier-league/newcastle/jonjo-shelvey.webp;1992-02-27;Romford, England;England;1.84;10;10;14;8;75
Henri Saivet;https://s.hs-data.com/bilder/spieler/gross/86346.jpg;base_url/resources/images/players-pict/premier-league/newcastle/henri-saivet.webp;1990-10-26;Dakar, Senegal;Senegal;1.74;12;10;14;28;49
Dwight Gayle;https://s.hs-data.com/bilder/spieler/gross/217850.jpg;base_url/resources/images/players-pict/premier-league/newcastle/dwight-gayle.webp;1989-10-17;Walthamstow, London, England;England;1.74;18;13;14;12;66
Joelinton;https://s.hs-data.com/bilder/spieler/gross/273960.jpg;base_url/resources/images/players-pict/premier-league/newcastle/joelinton.webp;1996-08-14;Aliança, Brazil;Brazil;1.86;18;16;14;9;68
Andy Carroll;https://s.hs-data.com/bilder/spieler/gross/69795.jpg;base_url/resources/images/players-pict/premier-league/newcastle/andy-carroll.webp;1989-01-06;Gateshead, England;England;1.93;18;18;14;7;62
Callum Wilson;https://s.hs-data.com/bilder/spieler/gross/156457.jpg;base_url/resources/images/players-pict/premier-league/newcastle/callum-wilson.webp;1992-02-27;Coventry, England;England;1.80;18;18;14;13;77

Wesley Foderingham;https://s.hs-data.com/bilder/spieler/gross/193935.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/wesley-foderingham.webp;1991-01-14;Hammersmith, England;England;1.85;1;1;15;18;-
Simon Moore;https://s.hs-data.com/bilder/spieler/gross/165402.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/simon-moore.webp;1990-05-19;Sandown, England;England;1.92;1;1;15;25;-
Aaron Ramsdale;https://s.hs-data.com/bilder/spieler/gross/353989.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/aaron-ramsdale.webp;1998-05-14;Stoke-on-Trent, England;England;1.88;1;1;15;1;75
Michael Verrips;https://s.hs-data.com/bilder/spieler/gross/228426.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/michael-verrips.webp;1996-12-03;Velp, Netherlands;Netherlands;1.95;1;1;15;21;-
Chris Basham;https://s.hs-data.com/bilder/spieler/gross/130632.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/chris-basham.webp;1988-07-20;Hebburn, England;England;1.90;3;3;15;6;79
Jayden Bogle;https://s.hs-data.com/bilder/spieler/gross/371253.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/jayden-bogle.webp;2000-07-27;Reading, England;England;1.78;4;4;15;20;63
Max Lowe;https://s.hs-data.com/bilder/spieler/gross/253913.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/max-lowe.webp;1997-05-11;South Normanton, England;England;1.75;2;2;15;13;64
Jack O'Connell;https://s.hs-data.com/bilder/spieler/gross/227684.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/jack-o-connell.webp;1994-03-29;Liverpool, England;England;1.90;3;3;15;5;78
Jack Robinson;https://s.hs-data.com/bilder/spieler/gross/165435.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/jack-robinson.webp;1993-09-01;Warrington, England;England;1.80;3;5;15;19;64
Ethan Ampadu;https://s.hs-data.com/bilder/spieler/gross/353660.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/ethan-ampadu.webp;2000-09-14;Exeter, England;Wales;1.83;3;8;15;22;74
Kean Bryan;https://s.hs-data.com/bilder/spieler/gross/252246.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/kean-bryan.webp;1996-11-01;Manchester, England;England;1.85;3;3;15;29;-
John Egan;https://s.hs-data.com/bilder/spieler/gross/191392.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/john-egan.webp;1992-10-20;Cork, Republic of Ireland;Republic of Ireland;1.85;3;3;15;12;79
Phil Jagielka;https://s.hs-data.com/bilder/spieler/gross/21768.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/phil-jagielka.webp;1982-08-17;Sale, England;England;1.80;3;3;15;15;61
George Baldock;https://s.hs-data.com/bilder/spieler/gross/172535.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/george-baldock.webp;1993-03-09;Buckingham, England;England;1.78;6;6;15;2;69
Enda Stevens;https://s.hs-data.com/bilder/spieler/gross/148414.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/enda-stevens.webp;1990-07-09;Dublin, Republic of Ireland;Republic of Ireland;1.83;5;5;15;3;75
Jack Rodwell;https://s.hs-data.com/bilder/spieler/gross/102168.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/jack-rodwell.webp;1991-03-11;Southport, England;England;1.88;8;3;15;26;43
Ben Osborn;https://s.hs-data.com/bilder/spieler/gross/229847.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/ben-osborn.webp;1994-08-05;Derby, England;England;1.76;10;5;15;23;66
Sander Berge;https://s.hs-data.com/bilder/spieler/gross/306034.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/sander-berge.webp;1998-02-14;Bærum, Norway;Norway;1.95;8;10;15;8;78
John Fleck;https://s.hs-data.com/bilder/spieler/gross/115409.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/john-fleck.webp;1991-08-24;Glasgow, Scotland;Scotland;1.70;10;10;15;4;71
John Lundstram;https://s.hs-data.com/bilder/spieler/gross/189475.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/john-lundstram.webp;1994-02-18;Liverpool, England;England;1.81;10;10;15;7;73
Oliver Norwood;https://s.hs-data.com/bilder/spieler/gross/157337.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/oliver-norwood.webp;1991-04-12;Burnley, England;Northern Ireland;1.80;10;10;15;16;73
Oliver Burke;https://s.hs-data.com/bilder/spieler/gross/293256.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/oliver-burke.webp;1997-04-07;Kirkcaldy, Scotland;Scotland;1.88;18;16;15;14;67
Oliver McBurnie;https://s.hs-data.com/bilder/spieler/gross/259644.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/oliver-mcburnie.webp;1996-06-04;Leeds, England;Scotland;1.88;18;18;15;9;71
Lys Mousset;https://s.hs-data.com/bilder/spieler/gross/264571.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/lys-mousset.webp;1996-02-08;Montivilliers, France;France;1.84;18;18;15;11;63
Rhian Brewster;https://s.hs-data.com/bilder/spieler/gross/369997.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/rhian-brewster.webp;2000-04-01;Chadwell Heath, England;England;1.80;18;18;15;24;67
David McGoldrick;https://s.hs-data.com/bilder/spieler/gross/39753.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/david-mcgoldrick.webp;1987-11-29;Nottingham, England;Republic of Ireland;1.85;18;18;15;17;74
Billy Sharp;https://s.hs-data.com/bilder/spieler/gross/42587.jpg;base_url/resources/images/players-pict/premier-league/sheffield-united/billy-sharp.webp;1986-02-05;Sheffield, England;England;1.75;18;18;15;10;68

Fraser Forster;https://s.hs-data.com/bilder/spieler/gross/46031.jpg;base_url/resources/images/players-pict/premier-league/southampton/fraser-forster.webp;1988-03-17;Hexham, England;England;2.01;1;1;16;44;59
Harry Lewis;https://s.hs-data.com/bilder/spieler/gross/327320.jpg;base_url/resources/images/players-pict/premier-league/southampton/harry-lewis.webp;1997-12-20;Shrewsbury, England;England;1.91;1;1;16;41;-
Alex McCarthy;https://s.hs-data.com/bilder/spieler/gross/121700.jpg;base_url/resources/images/players-pict/premier-league/southampton/alex-mccarthy.webp;1989-12-03;Guildford, England;England;1.93;1;1;16;1;81
Kayne Ramsay;https://s.hs-data.com/bilder/spieler/gross/433535.jpg;base_url/resources/images/players-pict/premier-league/southampton/kayne-ramsay.webp;2000-10-10;Hackney, England;England;1.79;4;4;16;31;-
Kyle Walker-Peters;https://s.hs-data.com/bilder/spieler/gross/328285.jpg;base_url/resources/images/players-pict/premier-league/southampton/kyle-walker-peters.webp;1997-04-13;Edmonton, London, England;England;1.73;4;4;16;2;76
Sam McQueen;https://s.hs-data.com/bilder/spieler/gross/266179.jpg;base_url/resources/images/players-pict/premier-league/southampton/sam-mcqueen.webp;1995-02-06;Southampton, England;England;1.81;2;2;16;45;-
Jake Vokins;https://s.hs-data.com/bilder/spieler/gross/346703.jpg;base_url/resources/images/players-pict/premier-league/southampton/jake-vokins.webp;2000-03-17;Oxford, England;England;1.80;2;5;16;29;-
Jan Bednarek;https://s.hs-data.com/bilder/spieler/gross/253259.jpg;base_url/resources/images/players-pict/premier-league/southampton/jad-bednarek.webp;1996-04-12;Słupca, Poland;Poland;1.89;3;3;16;35;84
Ryan Bertrand;https://s.hs-data.com/bilder/spieler/gross/67262.jpg;base_url/resources/images/players-pict/premier-league/southampton/ryan-bertrand.webp;1999-08-05;Southwark, England;England;1.79;2;2;16;3;74
Mohammed Salisu;https://cdn.ghanasoccernet.com/2020/10/Salisu.jpg;base_url/resources/images/players-pict/premier-league/southampton/mohammed-salisu.webp;1999-04-17;Accra, Ghana;Ghana;1.91;3;3;16;22;78
Jack Stephens;https://s.hs-data.com/bilder/spieler/gross/173949.jpg;base_url/resources/images/players-pict/premier-league/southampton/jack-stephens.webp;1994-01-27;Torpoint, England;England;1.85;3;3;16;5;72
Yan Valery;https://s.hs-data.com/bilder/spieler/gross/338400.jpg;base_url/resources/images/players-pict/premier-league/southampton/yan-valery.webp;1999-02-22;Champigny-sur-Marne, France;France;1.80;4;6;16;18;60
Jannik Vestergaard;https://s.hs-data.com/bilder/spieler/gross/169507.jpg;base_url/resources/images/players-pict/premier-league/southampton/jannik-vestergaard.webp;1992-08-03;Hvidovre, Denmark;Denmark;1.99;3;3;16;4;79
Ibrahima Diallo;https://d3vlf99qeg6bpx.cloudfront.net/content/uploads/2020/10/04183736/Ibrahima-Diallo-pic-via-Southampton.jpg;base_url/resources/images/players-pict/premier-league/southampton/ibrahima-diallo.webp;1999-03-08;Tours, France;France;1.79;8;10;16;27;69
Stuart Armstrong;https://s.hs-data.com/bilder/spieler/gross/177350.jpg;base_url/resources/images/players-pict/premier-league/southampton/stuart-armstrong.webp;1992-03-30;Inverness, Scotland;Scotland;1.83;11;11;16;17;76
William Smallbone;https://s.hs-data.com/bilder/spieler/gross/369203.jpg;base_url/resources/images/players-pict/premier-league/southampton/william-smallbone.webp;2000-02-21;Basingstoke, England;Republic of Ireland;1.73;11;11;16;20;-
Nathan Redmond;https://s.hs-data.com/bilder/spieler/gross/170640.jpg;base_url/resources/images/players-pict/premier-league/southampton/nathan-redmond.webp;1994-03-06;Birmingham, England;England;1.73;9;9;16;11;78
Nathan Tella;https://s.hs-data.com/bilder/spieler/gross/386086.jpg;base_url/resources/images/players-pict/premier-league/southampton/nathan-tella.webp;1999-07-05;Stevenage, England;England;1.76;11;14;16;23;-
Oriol Romeu;https://s.hs-data.com/bilder/spieler/gross/148654.jpg;base_url/resources/images/players-pict/premier-league/southampton/oriol-romeu.webp;1991-09-24;Ulldecona, Spain;Spain;1.83;8;10;16;6;78
James Ward-Prowse;https://s.hs-data.com/bilder/spieler/gross/200380.jpg;base_url/resources/images/players-pict/premier-league/southampton/james-ward-prowse.webp;1994-11-01;Portsmouth, England;England;1.73;10;10;16;8;87
Moussa Djénepo;https://s.hs-data.com/bilder/spieler/gross/378919.jpg;base_url/resources/images/players-pict/premier-league/southampton/moussa-djenepo.webp;1998-06-15;Bamako, Mali;Mali;1.77;9;11;16;12;70
Theo Walcott;https://s.hs-data.com/bilder/spieler/gross/42606.jpg;base_url/resources/images/players-pict/premier-league/southampton/theo-walcott.webp;1989-03-16;Stanmore, England;England;1.76;11;11;16;32;69
Che Adams;https://s.hs-data.com/bilder/spieler/gross/290671.jpg;base_url/resources/images/players-pict/premier-league/southampton/che-adams.webp;1996-07-13;Leicester, England;England;1.75;18;18;16;10;77
Danny Ings;https://s.hs-data.com/bilder/spieler/gross/170285.jpg;base_url/resources/images/players-pict/premier-league/southampton/danny-ings.webp;1992-07-23;Winchester, England;England;1.78;18;18;16;9;88
Shane Long;https://s.hs-data.com/bilder/spieler/gross/43075.jpg;base_url/resources/images/players-pict/premier-league/southampton/shane-long.webp;1987-01-22;Gortnahoe, Tipperary, Republic of Ireland;Republic of Ireland;1.80;18;18;16;7;68
Michael Obafemi;https://s.hs-data.com/bilder/spieler/gross/385126.jpg;base_url/resources/images/players-pict/premier-league/southampton/michael-obafemi.webp;2000-07-06;Dublin, Republic of Ireland;Republic of Ireland;1.69;18;18;16;14;-

Brandon Austin;https://s.hs-data.com/bilder/spieler/gross/350641.jpg;base_url/resources/images/players-pict/premier-league/tottenham/brandon-austin.webp;1999-01-08;Hemel Hempstead, England;England;1.88;1;1;17;40;-
Paulo Gazzaniga;https://s.hs-data.com/bilder/spieler/gross/194526.jpg;base_url/resources/images/players-pict/premier-league/tottenham/paulo-gazzaniga.webp;1992-01-02;Murphy, Argentina;Argentina;1.96;1;1;17;22;73
Joe Hart;https://s.hs-data.com/bilder/spieler/gross/50309.jpg;base_url/resources/images/players-pict/premier-league/tottenham/joe-hart.webp;1987-04-19;Shrewsbury, England;England;1.96;1;1;17;12;59
Hugo Lloris;https://s.hs-data.com/bilder/spieler/gross/36826.jpg;base_url/resources/images/players-pict/premier-league/tottenham/hugo-lloris.webp;1986-12-26;Nice, France;France;1.88;1;1;17;1;84
Alfie Whiteman;https://s.hs-data.com/bilder/spieler/gross/332592.jpg;base_url/resources/images/players-pict/premier-league/tottenham/alfie-whiteman.webp;1998-10-02;London, England;England;1.89;1;1;17;41;-
Dennis Cirkin;https://s.hs-data.com/bilder/spieler/gross/433517.jpg;base_url/resources/images/players-pict/premier-league/tottenham/dennis-cirkin.webp;2002-04-06;Dublin, Republic of Ireland;England;1.82;2;2;17;49;-
Ben Davies;https://s.hs-data.com/bilder/spieler/gross/199621.jpg;base_url/resources/images/players-pict/premier-league/tottenham/ben-davies.webp;1993-04-24;Neath, Wales;Wales;1.81;2;5;17;33;81
Sergio Reguilon;https://s.hs-data.com/bilder/spieler/gross/284180.jpg;base_url/resources/images/players-pict/premier-league/tottenham/sergio-reguilon.webp;1996-12-16;Madrid, Spain;Spain;1.78;2;2;17;3;84
Toby Alderweireld;https://s.hs-data.com/bilder/spieler/gross/133604.jpg;base_url/resources/images/players-pict/premier-league/tottenham/toby-alderweireld.webp;1989-03-02;Antwerp, Belgium;Belgium;1.87;3;3;17;4;80
Serge Aurier;https://s.hs-data.com/bilder/spieler/gross/170429.jpg;base_url/resources/images/players-pict/premier-league/tottenham/serge-aurier.webp;1992-12-24;Ouragahio, Ivory Coast;Ivory Coast;1.76;4;6;17;24;79
Joe Rodon;https://s.hs-data.com/bilder/spieler/gross/308501.jpg;base_url/resources/images/players-pict/premier-league/tottenham/joe-rodon.webp;1997-10-22;Llangyfelach, Swansea, Wales;Wales;1.93;3;3;17;14;69
Danny Rose;https://cdn.mos.cms.futurecdn.net/RLNvFHuWQkfpjkEbZokfhh.jpg;base_url/resources/images/players-pict/premier-league/tottenham/danny-rose.webp;1990-07-02;Doncaster, England;England;1.73;2;5;17;-;67
Davinson Sánchez;https://s.hs-data.com/bilder/spieler/gross/257370.jpg;base_url/resources/images/players-pict/premier-league/tottenham/davinson-sanchez.webp;1996-06-12;Caloto, Colombia;Colombia;1.87;3;3;17;6;77
Japhet Tanganga;https://s.hs-data.com/bilder/spieler/gross/339228.jpg;base_url/resources/images/players-pict/premier-league/tottenham/japhet-tanganga.webp;1999-03-31;Hackney, England;England;1.84;3;4;17;25;-
Eric Dier;https://s.hs-data.com/bilder/spieler/gross/179970.jpg;base_url/resources/images/players-pict/premier-league/tottenham/eric-dier.webp;1994-01-15;Cheltenham, England;England;1.88;3;8;17;15;82
Matt Doherty;https://s.hs-data.com/bilder/spieler/gross/191388.jpg;base_url/resources/images/players-pict/premier-league/tottenham/matt-doherty.webp;1992-01-16;Swords, Dublin, Republic of Ireland;Republic of Ireland;1.86;6;4;17;2;81
Tanguy Ndombèlé;https://s.hs-data.com/bilder/spieler/gross/361936.jpg;base_url/resources/images/players-pict/premier-league/tottenham/tanguy-ndombele.webp;1996-12-28;Longjumeau, France;France;1.81;10;8;17;28;72
Moussa Sissoko;https://s.hs-data.com/bilder/spieler/gross/87880.jpg;base_url/resources/images/players-pict/premier-league/tottenham/moussa-sissoko.webp;1989-08-16;Le Blanc-Mesnil, France;France;1.87;8;10;17;17;77
Harry Winks;https://s.hs-data.com/bilder/spieler/gross/227127.jpg;base_url/resources/images/players-pict/premier-league/tottenham/harry-winks.webp;1996-02-02;Hemel Hempstead, England;England;1.78;8;10;17;8;79
Gedson Fernandes;https://s.hs-data.com/bilder/spieler/gross/300251.jpg;base_url/resources/images/players-pict/premier-league/tottenham/gedson-fernandes.webp;1999-01-09;São Tomé, São Tomé and Príncipe;Portugal;1.84;10;10;17;30;57
Pierre Emile Højbjerg;https://s.hs-data.com/bilder/spieler/gross/189374.jpg;base_url/resources/images/players-pict/premier-league/tottenham/pierre-emile-hojbjerg.webp;1995-08-05;Copenhagen, Denmark;Denmark;1.85;8;10;17;5;86
Harvey White;https://s.hs-data.com/bilder/spieler/gross/401867.jpg;base_url/resources/images/players-pict/premier-league/tottenham/harvey-white.webp;2001-09-19;Maidstone, England;England;1.78;8;3;17;48;-
Jack Clarke;https://s.hs-data.com/bilder/spieler/gross/411450.jpg;base_url/resources/images/players-pict/premier-league/tottenham/jack-clarke.webp;2000-11-23;York, England;England;1.81;11;9;17;47;48
Son Heungmin;https://s.hs-data.com/bilder/spieler/gross/163347.jpg;base_url/resources/images/players-pict/premier-league/tottenham/son-heungmin.webp;1992-07-08;Chuncheon, Gangwon, South Korea;South Korea;1.83;13;16;17;7;93
Dele Alli;https://s.hs-data.com/bilder/spieler/gross/204618.jpg;base_url/resources/images/players-pict/premier-league/tottenham/dele-alli.webp;1996-04-11;Milton Keynes, England;England;1.88;12;10;17;20;71
Erik Lamela;https://s.hs-data.com/bilder/spieler/gross/144613.jpg;base_url/resources/images/players-pict/premier-league/tottenham/erik-lamela.webp;1992-03-04;Buenos Aires, Argentina;Argentina;1.83;11;12;17;11;70
Giovani Lo Celso;https://s.hs-data.com/bilder/spieler/gross/317683.jpg;base_url/resources/images/players-pict/premier-league/tottenham/giovani-lo-celso.webp;1996-04-09;Rosario, Argentina;Argentina;1.77;10;12;17;18;81
Lucas Moura;https://s.hs-data.com/bilder/spieler/gross/173836.jpg;base_url/resources/images/players-pict/premier-league/tottenham/lucas-moura.webp;1992-08-13;São Paulo, Brazil;Brazil;1.72;14;16;17;27;78
Steven Bergwijn;https://s.hs-data.com/bilder/spieler/gross/268327.jpg;base_url/resources/images/players-pict/premier-league/tottenham/steven-bergwijn.webp;1997-10-08;Amsterdam, Netherlands;Netherlands;1.78;13;14;17;23;75
Gareth Bale;https://s.hs-data.com/bilder/spieler/gross/60075.jpg;base_url/resources/images/players-pict/premier-league/tottenham/gareth-bale.webp;1989-07-16;Cardiff, Wales;Wales;1.85;14;14;17;9;69
Carlos Vinícius;https://s.hs-data.com/bilder/spieler/gross/396760.jpg;base_url/resources/images/players-pict/premier-league/tottenham/carlos-vinicius.webp;1995-03-25;Bom Jesus das Selvas, Brazil;Brazil;1.90;18;18;17;45;67
Harry Kane;https://s.hs-data.com/bilder/spieler/gross/179293.jpg;base_url/resources/images/players-pict/premier-league/tottenham/harry-kane.webp;1993-07-28;Walthamstow, England;England;1.88;18;18;17;10;97

Jonathan Bond;https://s.hs-data.com/bilder/spieler/gross/170221.jpg;base_url/resources/images/players-pict/premier-league/west-brom/jonathan-bond.webp;1993-05-19;Hemel Hempstead, England;England;1.93;1;1;18;23;-
David Button;https://s.hs-data.com/bilder/spieler/gross/150448.jpg;base_url/resources/images/players-pict/premier-league/west-brom/david-button.webp;1989-02-27;Stevenage, England;England;1.91;1;1;18;25;50
Sam Johnstone;https://s.hs-data.com/bilder/spieler/gross/194690.jpg;base_url/resources/images/players-pict/premier-league/west-brom/sam-johnstone.webp;1993-05-25;Preston, England;England;1.93;1;1;18;1;71
Darnell Furlong;https://s.hs-data.com/bilder/spieler/gross/293442.jpg;base_url/resources/images/players-pict/premier-league/west-brom/darnell-furlong.webp;1995-10-31;Luton, England;England;1.80;4;4;18;2;66
Lee Peltier;https://s.hs-data.com/bilder/spieler/gross/57241.jpg;base_url/resources/images/players-pict/premier-league/west-brom/lee-peltier.webp;1986-12-11;Toxteth, Liverpool, England;England;1.78;4;4;18;22;56
